"x","y"
177.097415507,4.05497749434
143.10139165,1.3667604761
105.443879221,2.1863887764
87.688780312,2.68107090651
93.9890710383,42.6004269738
100.593352626,69.2526871757
150.374101899,189.847714831
175.236950178,240.246406571
197.31610338,12.185725474
