x,y
196.946107784,0.879653679654
177.005988024,0.155844155844
142.874251497,0.0796536796537
95,0.03
90.0711743772,0.114893617021
87.9158396985,0.155891020629
96.9601884012,5.19435454163
123.563966951,18.779108778
147.865356278,27.5867342911
174.127243067,36.0694990385
191.554959786,12.4527979009
192.369477912,10.7854183811
196.946107784,1.30216450216
